date,store,day_review,day_bill
2025-08-17,City Centre GHY,4.0,11.0
2025-08-17,City Centre SIL,1.0,6.0
2025-08-17,Fairfield,4.0,9.0
2025-08-17,Jorhat,2.0,3.0
2025-08-17,Malda,0.0,2.0
2025-08-17,Mani Square,0.0,6.0
2025-08-17,Roodraksh Mall,0.0,1.0
2025-08-17,Silchar,1.0,3.0
2025-08-17,Siliguri,0.0,11.0
2025-08-17,Siliguri 2,2.0,2.0
2025-08-17,VEGA Circle Mall,0.0,0.0
2025-08-18,Agartala,0.0,2.0
2025-08-18,CC2 Rajarhat,3.0,3.0
2025-08-18,City Centre GHY,0.0,3.0
2025-08-18,City Centre SIL,0.0,3.0
2025-08-18,Fairfield,4.0,7.0
2025-08-18,Jorhat,1.0,3.0
2025-08-18,Malda,0.0,4.0
2025-08-18,Mani Square,0.0,1.0
2025-08-18,Roodraksh Mall,0.0,1.0
2025-08-18,Silchar,1.0,3.0
2025-08-18,Siliguri,1.0,10.0
2025-08-18,Siliguri 2,2.0,4.0
2025-08-18,VEGA Circle Mall,0.0,1.0
2025-08-19,Agartala,2.0,4.0
2025-08-19,CC2 Rajarhat,4.0,8.0
2025-08-19,City Centre GHY,0.0,2.0
2025-08-19,City Centre SIL,0.0,2.0
2025-08-19,Fairfield,2.0,7.0
2025-08-19,Jorhat,3.0,3.0
2025-08-19,Malda,0.0,13.0
2025-08-19,Mani Square,2.0,5.0
2025-08-19,Roodraksh Mall,0.0,1.0
2025-08-19,Silchar,1.0,3.0
2025-08-19,Siliguri,1.0,5.0
2025-08-19,Siliguri 2,1.0,0.0
2025-08-19,VEGA Circle Mall,0.0,0.0
2025-08-20,Agartala,2.0,8.0
2025-08-20,CC2 Rajarhat,4.0,7.0
2025-08-20,City Centre GHY,0.0,1.0
2025-08-20,City Centre SIL,0.0,2.0
2025-08-20,Fairfield,4.0,9.0
2025-08-20,Jorhat,1.0,4.0
2025-08-20,Malda,2.0,7.0
2025-08-20,Mani Square,0.0,6.0
2025-08-20,Roodraksh Mall,1.0,1.0
2025-08-20,Silchar,3.0,8.0
2025-08-20,Siliguri,0.0,8.0
2025-08-20,Siliguri 2,0.0,1.0
2025-08-20,VEGA Circle Mall,0.0,1.0
2025-08-21,Agartala,2.0,4.0
2025-08-21,CC2 Rajarhat,2.0,12.0
2025-08-21,City Centre GHY,3.0,2.0
2025-08-21,City Centre SIL,0.0,0.0
2025-08-21,Fairfield,2.0,3.0
2025-08-21,Jorhat,2.0,3.0
2025-08-21,Malda,2.0,2.0
2025-08-21,Mani Square,1.0,3.0
2025-08-21,Roodraksh Mall,3.0,3.0
2025-08-21,Silchar,1.0,5.0
2025-08-21,Siliguri,3.0,8.0
2025-08-21,Siliguri 2,1.0,2.0
2025-08-21,VEGA Circle Mall,2.0,1.0
2025-08-22,Agartala,3.0,5.0
2025-08-22,CC2 Rajarhat,3.0,14.0
2025-08-22,City Centre GHY,1.0,2.0
2025-08-22,City Centre SIL,0.0,1.0
2025-08-22,Fairfield,3.0,13.0
2025-08-22,Jorhat,1.0,4.0
2025-08-22,Malda,0.0,3.0
2025-08-22,Mani Square,1.0,5.0
2025-08-22,Roodraksh Mall,1.0,6.0
2025-08-22,Silchar,1.0,2.0
2025-08-22,Siliguri 2,5.0,4.0
2025-08-22,VEGA Circle Mall,0.0,0.0
2025-08-23,Agartala,0.0,4.0
2025-08-23,CC2 Rajarhat,8.0,20.0
2025-08-23,City Centre GHY,2.0,4.0
2025-08-23,City Centre SIL,2.0,3.0
2025-08-23,Fairfield,6.0,12.0
2025-08-23,Jorhat,2.0,6.0
2025-08-23,Malda,2.0,11.0
2025-08-23,Mani Square,2.0,8.0
2025-08-23,Roodraksh Mall,1.0,2.0
2025-08-23,Silchar,0.0,6.0
2025-08-23,Siliguri 2,2.0,8.0
2025-08-23,VEGA Circle Mall,1.0,4.0
2025-08-24,Agartala,2.0,6.0
2025-08-24,CC2 Rajarhat,9.0,21.0
2025-08-24,City Centre GHY,1.0,11.0
2025-08-24,City Centre SIL,1.0,3.0
2025-08-24,Fairfield,14.0,7.0
2025-08-24,Jorhat,0.0,4.0
2025-08-24,Malda,0.0,2.0
2025-08-24,Mani Square,1.0,8.0
2025-08-24,Roodraksh Mall,2.0,4.0
2025-08-24,Silchar,2.0,6.0
2025-08-24,Siliguri,4.0,23.0
2025-08-24,Siliguri 2,3.0,6.0
2025-08-24,VEGA Circle Mall,1.0,1.0
2025-08-25,Agartala,1.0,9.0
2025-08-25,CC2 Rajarhat,11.0,7.0
2025-08-25,City Centre GHY,0.0,10.0
2025-08-25,City Centre SIL,0.0,1.0
2025-08-25,Fairfield,2.0,11.0
2025-08-25,Jorhat,2.0,8.0
2025-08-25,Malda,1.0,2.0
2025-08-25,Mani Square,2.0,3.0
2025-08-25,Roodraksh Mall,1.0,4.0
2025-08-25,Silchar,1.0,5.0
2025-08-25,Siliguri,1.0,17.0
2025-08-25,Siliguri 2,2.0,6.0
2025-08-25,VEGA Circle Mall,0.0,0.0
2025-08-26,Agartala,4.0,14.0
2025-08-26,CC2 Rajarhat,5.0,12.0
2025-08-26,City Centre GHY,0.0,5.0
2025-08-26,City Centre SIL,0.0,1.0
2025-08-26,Fairfield,2.0,5.0
2025-08-26,Jorhat,0.0,3.0
2025-08-26,Malda,0.0,4.0
2025-08-26,Mani Square,1.0,7.0
2025-08-26,Roodraksh Mall,0.0,0.0
2025-08-26,Silchar,1.0,4.0
2025-08-26,Siliguri,0.0,7.0
2025-08-26,Siliguri 2,1.0,1.0
2025-08-26,VEGA Circle Mall,0.0,1.0
2025-08-27,Agartala,2.0,4.0
2025-08-27,CC2 Rajarhat,2.0,8.0
2025-08-27,City Centre GHY,0.0,4.0
2025-08-27,City Centre SIL,1.0,4.0
2025-08-27,Fairfield,6.0,8.0
2025-08-27,Jorhat,1.0,5.0
2025-08-27,Malda,13.0,7.0
2025-08-27,Mani Square,1.0,7.0
2025-08-27,Roodraksh Mall,1.0,1.0
2025-08-27,Silchar,2.0,5.0
2025-08-27,Siliguri,2.0,11.0
2025-08-27,Siliguri 2,1.0,4.0
2025-08-27,VEGA Circle Mall,0.0,2.0
2025-08-28,Agartala,2.0,7.0
2025-08-28,CC2 Rajarhat,4.0,5.0
2025-08-28,City Centre GHY,0.0,3.0
2025-08-28,City Centre SIL,2.0,6.0
2025-08-28,Fairfield,0.0,4.0
2025-08-28,Jorhat,3.0,7.0
2025-08-28,Malda,5.0,6.0
2025-08-28,Mani Square,0.0,4.0
2025-08-28,Roodraksh Mall,0.0,0.0
2025-08-28,Silchar,2.0,4.0
2025-08-28,Siliguri,1.0,11.0
2025-08-28,Siliguri 2,2.0,9.0
2025-08-28,VEGA Circle Mall,0.0,0.0
2025-08-29,Agartala,6.0,10.0
2025-08-29,CC2 Rajarhat,5.0,10.0
2025-08-29,City Centre GHY,0.0,5.0
2025-08-29,City Centre SIL,1.0,1.0
2025-08-29,Fairfield,7.0,7.0
2025-08-29,Jorhat,1.0,4.0
2025-08-29,Malda,2.0,12.0
2025-08-29,Mani Square,1.0,6.0
2025-08-29,Roodraksh Mall,1.0,2.0
2025-08-29,Silchar,3.0,6.0
2025-08-29,Siliguri,1.0,9.0
2025-08-29,Siliguri 2,0.0,4.0
2025-08-29,VEGA Circle Mall,0.0,0.0
2025-08-30,Agartala,2.0,5.0
2025-08-30,CC2 Rajarhat,7.0,18.0
2025-08-30,City Centre GHY,0.0,9.0
2025-08-30,City Centre SIL,0.0,2.0
2025-08-30,Fairfield,8.0,12.0
2025-08-30,Jorhat,1.0,7.0
2025-08-30,Malda,2.0,9.0
2025-08-30,Mani Square,3.0,9.0
2025-08-30,Roodraksh Mall,1.0,4.0
2025-08-30,Silchar,2.0,7.0
2025-08-30,Siliguri,1.0,12.0
2025-08-30,Siliguri 2,2.0,5.0
2025-08-30,VEGA Circle Mall,2.0,2.0
2025-08-31,Agartala,4.0,20.0
2025-08-31,CC2 Rajarhat,7.0,27.0
2025-08-31,City Centre GHY,1.0,9.0
2025-08-31,City Centre SIL,21.0,7.0
2025-08-31,Fairfield,6.0,21.0
2025-08-31,Jorhat,6.0,5.0
2025-08-31,Malda,1.0,12.0
2025-08-31,Mani Square,3.0,10.0
2025-08-31,Roodraksh Mall,1.0,4.0
2025-08-31,Silchar,4.0,5.0
2025-08-31,Siliguri,2.0,25.0
2025-08-31,Siliguri 2,3.0,6.0
2025-08-31,VEGA Circle Mall,2.0,3.0
2025-09-01,Agartala,0.0,8.0
2025-09-01,CC2 Rajarhat,6.0,8.0
2025-09-01,City Centre GHY,1.0,6.0
2025-09-01,City Centre SIL,2.0,3.0
2025-09-01,Fairfield,5.0,11.0
2025-09-01,Jorhat,3.0,3.0
2025-09-01,Malda,1.0,13.0
2025-09-01,Mani Square,0.0,4.0
2025-09-01,Roodraksh Mall,1.0,1.0
2025-09-01,Silchar,2.0,3.0
2025-09-01,Siliguri,2.0,15.0
2025-09-01,Siliguri 2,2.0,10.0
2025-09-01,VEGA Circle Mall,0.0,0.0
2025-09-02,Agartala,0.0,5.0
2025-09-02,CC2 Rajarhat,3.0,12.0
2025-09-02,City Centre GHY,0.0,6.0
2025-09-02,City Centre SIL,1.0,2.0
2025-09-02,Fairfield,4.0,17.0
2025-09-02,Jorhat,1.0,5.0
2025-09-02,Malda,2.0,7.0
2025-09-02,Mani Square,0.0,8.0
2025-09-02,Roodraksh Mall,1.0,1.0
2025-09-02,Silchar,2.0,7.0
2025-09-02,Siliguri,1.0,5.0
2025-09-02,Siliguri 2,1.0,2.0
2025-09-02,VEGA Circle Mall,0.0,0.0
2025-09-03,Agartala,1.0,16.0
2025-09-03,CC2 Rajarhat,1.0,8.0
2025-09-03,City Centre GHY,1.0,10.0
2025-09-03,City Centre SIL,0.0,
2025-09-03,Fairfield,5.0,12.0
2025-09-03,Jorhat,1.0,5.0
2025-09-03,Malda,3.0,14.0
2025-09-03,Mani Square,3.0,5.0
2025-09-03,Roodraksh Mall,0.0,3.0
2025-09-03,Silchar,2.0,8.0
2025-09-03,Siliguri,0.0,19.0
2025-09-03,Siliguri 2,0.0,
2025-09-03,VEGA Circle Mall,0.0,1.0
2025-09-04,Agartala,2.0,14.0
2025-09-04,CC2 Rajarhat,5.0,14.0
2025-09-04,City Centre GHY,0.0,6.0
2025-09-04,City Centre SIL,2.0,3.0
2025-09-04,Fairfield,2.0,5.0
2025-09-04,Jorhat,2.0,4.0
2025-09-04,Malda,0.0,9.0
2025-09-04,Mani Square,3.0,8.0
2025-09-04,Roodraksh Mall,1.0,8.0
2025-09-04,Silchar,6.0,8.0
2025-09-04,Siliguri,0.0,19.0
2025-09-04,Siliguri 2,4.0,7.0
2025-09-04,VEGA Circle Mall,1.0,1.0
2025-09-05,Agartala,2.0,21.0
2025-09-05,CC2 Rajarhat,5.0,24.0
2025-09-05,City Centre GHY,1.0,3.0
2025-09-05,City Centre SIL,1.0,5.0
2025-09-05,Fairfield,4.0,8.0
2025-09-05,Jorhat,4.0,7.0
2025-09-05,Malda,4.0,19.0
2025-09-05,Mani Square,1.0,9.0
2025-09-05,Roodraksh Mall,1.0,5.0
2025-09-05,Silchar,3.0,9.0
2025-09-05,Siliguri,0.0,12.0
2025-09-05,Siliguri 2,1.0,4.0
2025-09-05,VEGA Circle Mall,1.0,1.0
2025-09-06,Agartala,5.0,16.0
2025-09-06,CC2 Rajarhat,9.0,35.0
2025-09-06,City Centre GHY,0.0,5.0
2025-09-06,City Centre SIL,0.0,6.0
2025-09-06,Fairfield,7.0,20.0
2025-09-06,Jorhat,1.0,12.0
2025-09-06,Malda,0.0,11.0
2025-09-06,Mani Square,6.0,16.0
2025-09-06,Roodraksh Mall,1.0,
2025-09-06,Silchar,1.0,11.0
2025-09-06,Siliguri,0.0,15.0
2025-09-06,Siliguri 2,0.0,4.0
2025-09-06,VEGA Circle Mall,1.0,1.0
2025-09-07,Agartala,2.0,19.0
2025-09-07,CC2 Rajarhat,6.0,31.0
2025-09-07,City Centre GHY,1.0,13.0
2025-09-07,City Centre SIL,1.0,4.0
2025-09-07,Fairfield,3.0,17.0
2025-09-07,Jorhat,2.0,4.0
2025-09-07,Malda,0.0,14.0
2025-09-07,Mani Square,4.0,14.0
2025-09-07,Roodraksh Mall,1.0,9.0
2025-09-07,Silchar,2.0,12.0
2025-09-07,Siliguri,0.0,22.0
2025-09-07,Siliguri 2,1.0,8.0
2025-09-07,VEGA Circle Mall,1.0,2.0
2025-09-08,Agartala,1.0,13.0
2025-09-08,CC2 Rajarhat,0.0,11.0
2025-09-08,City Centre GHY,0.0,6.0
2025-09-08,City Centre SIL,1.0,1.0
2025-09-08,Fairfield,4.0,7.0
2025-09-08,Jorhat,1.0,4.0
2025-09-08,Malda,2.0,5.0
2025-09-08,Mani Square,1.0,3.0
2025-09-08,Roodraksh Mall,1.0,3.0
2025-09-08,Silchar,3.0,7.0
2025-09-08,Siliguri,0.0,6.0
2025-09-08,Siliguri 2,2.0,4.0
2025-09-08,VEGA Circle Mall,0.0,1.0
2025-09-09,Agartala,1.0,13.0
2025-09-09,CC2 Rajarhat,1.0,15.0
2025-09-09,City Centre GHY,0.0,6.0
2025-09-09,City Centre SIL,0.0,1.0
2025-09-09,Fairfield,2.0,7.0
2025-09-09,Jorhat,0.0,4.0
2025-09-09,Malda,0.0,11.0
2025-09-09,Mani Square,0.0,2.0
2025-09-09,Roodraksh Mall,0.0,4.0
2025-09-09,Silchar,3.0,10.0
2025-09-09,Siliguri,0.0,10.0
2025-09-09,Siliguri 2,2.0,4.0
2025-09-09,VEGA Circle Mall,0.0,0.0
2025-09-10,Agartala,0.0,12.0
2025-09-10,CC2 Rajarhat,0.0,13.0
2025-09-10,City Centre GHY,0.0,4.0
2025-09-10,City Centre SIL,0.0,4.0
2025-09-10,Fairfield,0.0,3.0
2025-09-10,Jorhat,0.0,9.0
2025-09-10,Malda,0.0,16.0
2025-09-10,Mani Square,0.0,9.0
2025-09-10,Roodraksh Mall,0.0,3.0
2025-09-10,Silchar,3.0,11.0
2025-09-10,Siliguri,0.0,7.0
2025-09-10,Siliguri 2,1.0,3.0
2025-09-10,VEGA Circle Mall,0.0,1.0
2025-09-11,Agartala,0.0,9.0
2025-09-11,CC2 Rajarhat,0.0,13.0
2025-09-11,City Centre GHY,0.0,9.0
2025-09-11,City Centre SIL,1.0,1.0
2025-09-11,Fairfield,0.0,15.0
2025-09-11,Jorhat,2.0,7.0
2025-09-11,Malda,0.0,4.0
2025-09-11,Mani Square,0.0,4.0
2025-09-11,Roodraksh Mall,1.0,4.0
2025-09-11,Silchar,0.0,6.0
2025-09-11,Siliguri,1.0,8.0
2025-09-11,Siliguri 2,1.0,2.0
2025-09-11,VEGA Circle Mall,0.0,0.0
2025-09-12,Agartala,10.0,13.0
2025-09-12,CC2 Rajarhat,3.0,12.0
2025-09-12,City Centre GHY,3.0,13.0
2025-09-12,City Centre SIL,2.0,3.0
2025-09-12,Fairfield,3.0,16.0
2025-09-12,Jorhat,2.0,13.0
2025-09-12,Malda,2.0,7.0
2025-09-12,Mani Square,2.0,6.0
2025-09-12,Roodraksh Mall,2.0,6.0
2025-09-12,Silchar,8.0,18.0
2025-09-12,Siliguri,1.0,6.0
2025-09-12,Siliguri 2,3.0,4.0
2025-09-12,VEGA Circle Mall,1.0,2.0
2025-09-13,Agartala,12.0,22.0
2025-09-13,CC2 Rajarhat,7.0,28.0
2025-09-13,City Centre GHY,2.0,29.0
2025-09-13,City Centre SIL,1.0,10.0
2025-09-13,Fairfield,9.0,25.0
2025-09-13,Jorhat,8.0,24.0
2025-09-13,Malda,5.0,21.0
2025-09-13,Mani Square,2.0,13.0
2025-09-13,Roodraksh Mall,1.0,5.0
2025-09-13,Siliguri,0.0,14.0
2025-09-13,Siliguri 2,2.0,6.0
2025-09-13,VEGA Circle Mall,2.0,2.0
2025-09-14,Agartala,8.0,21.0
2025-09-14,CC2 Rajarhat,4.0,29.0
2025-09-14,City Centre GHY,3.0,17.0
2025-09-14,City Centre SIL,1.0,5.0
2025-09-14,Fairfield,7.0,29.0
2025-09-14,Jorhat,1.0,10.0
2025-09-14,Malda,6.0,18.0
2025-09-14,Mani Square,7.0,17.0
2025-09-14,Roodraksh Mall,2.0,5.0
2025-09-14,Silchar,6.0,15.0
2025-09-14,Siliguri,3.0,20.0
2025-09-14,Siliguri 2,6.0,15.0
2025-09-14,VEGA Circle Mall,1.0,4.0
2025-09-15,Agartala,9.0,12.0
2025-09-15,CC2 Rajarhat,3.0,13.0
2025-09-15,City Centre GHY,2.0,18.0
2025-09-15,City Centre SIL,1.0,5.0
2025-09-15,Fairfield,5.0,9.0
2025-09-15,Jorhat,4.0,10.0
2025-09-15,Malda,1.0,5.0
2025-09-15,Mani Square,4.0,8.0
2025-09-15,Roodraksh Mall,1.0,2.0
2025-09-15,Silchar,4.0,19.0
2025-09-15,Siliguri,2.0,17.0
2025-09-15,Siliguri 2,4.0,5.0
2025-09-15,VEGA Circle Mall,1.0,3.0
2025-09-16,Agartala,1.0,16.0
2025-09-16,CC2 Rajarhat,4.0,18.0
2025-09-16,City Centre GHY,2.0,20.0
2025-09-16,City Centre SIL,1.0,6.0
2025-09-16,Fairfield,2.0,19.0
2025-09-16,Jorhat,0.0,6.0
2025-09-16,Malda,5.0,18.0
2025-09-16,Mani Square,3.0,1.0
2025-09-16,Roodraksh Mall,1.0,6.0
2025-09-16,Silchar,4.0,12.0
2025-09-16,Siliguri,0.0,11.0
2025-09-16,Siliguri 2,0.0,4.0
2025-09-16,VEGA Circle Mall,0.0,0.0
2025-09-17,Agartala,11.0,24.0
2025-09-17,CC2 Rajarhat,2.0,20.0
2025-09-17,City Centre GHY,3.0,12.0
2025-09-17,City Centre SIL,1.0,6.0
2025-09-17,Fairfield,4.0,14.0
2025-09-17,Jorhat,2.0,11.0
2025-09-17,Malda,3.0,6.0
2025-09-17,Mani Square,1.0,10.0
2025-09-17,Roodraksh Mall,0.0,4.0
2025-09-17,Silchar,0.0,13.0
2025-09-17,Siliguri,0.0,13.0
2025-09-17,Siliguri 2,4.0,13.0
2025-09-17,VEGA Circle Mall,0.0,1.0
2025-09-18,Agartala,5.0,17.0
2025-09-18,CC2 Rajarhat,1.0,18.0
2025-09-18,City Centre GHY,0.0,6.0
2025-09-18,City Centre SIL,0.0,3.0
2025-09-18,Fairfield,8.0,20.0
2025-09-18,Jorhat,5.0,10.0
2025-09-18,Malda,3.0,17.0
2025-09-18,Mani Square,2.0,10.0
2025-09-18,Roodraksh Mall,0.0,3.0
2025-09-18,Silchar,0.0,9.0
2025-09-18,Siliguri,0.0,23.0
2025-09-18,Siliguri 2,2.0,3.0
2025-09-18,VEGA Circle Mall,0.0,0.0
2025-09-19,Agartala,6.0,21.0
2025-09-19,CC2 Rajarhat,2.0,26.0
2025-09-19,City Centre GHY,0.0,9.0
2025-09-19,City Centre SIL,0.0,5.0
2025-09-19,Fairfield,6.0,15.0
2025-09-19,Jorhat,4.0,5.0
2025-09-19,Malda,3.0,18.0
2025-09-19,Mani Square,2.0,14.0
2025-09-19,Roodraksh Mall,1.0,3.0
2025-09-19,Silchar,4.0,8.0
2025-09-19,Siliguri,0.0,19.0
2025-09-19,Siliguri 2,2.0,9.0
2025-09-19,VEGA Circle Mall,0.0,2.0
2025-09-20,Agartala,10.0,22.0
2025-09-20,CC2 Rajarhat,3.0,9.0
2025-09-20,City Centre GHY,0.0,0.0
2025-09-20,City Centre SIL,4.0,15.0
2025-09-20,Fairfield,7.0,25.0
2025-09-20,Jorhat,0.0,0.0
2025-09-20,Malda,2.0,11.0
2025-09-20,Mani Square,3.0,13.0
2025-09-20,Roodraksh Mall,0.0,0.0
2025-09-20,Silchar,3.0,21.0
2025-09-20,Siliguri,0.0,28.0
2025-09-20,Siliguri 2,1.0,12.0
2025-09-20,VEGA Circle Mall,1.0,5.0
2025-09-21,Agartala,12.0,30.0
2025-09-21,CC2 Rajarhat,7.0,80.0
2025-09-21,City Centre GHY,0.0,0.0
2025-09-21,City Centre SIL,0.0,16.0
2025-09-21,Fairfield,4.0,20.0
2025-09-21,Jorhat,0.0,0.0
2025-09-21,Malda,7.0,0.0
2025-09-21,Mani Square,4.0,18.0
2025-09-21,Roodraksh Mall,0.0,0.0
2025-09-21,Silchar,6.0,30.0
2025-09-21,Siliguri,0.0,38.0
2025-09-21,Siliguri 2,3.0,21.0
2025-09-21,VEGA Circle Mall,1.0,2.0
2025-09-22,Agartala,10.0,26.0
2025-09-22,CC2 Rajarhat,4.0,21.0
2025-09-22,City Centre GHY,0.0,0.0
2025-09-22,City Centre SIL,3.0,11.0
2025-09-22,Fairfield,3.0,15.0
2025-09-22,Jorhat,0.0,0.0
2025-09-22,Malda,3.0,10.0
2025-09-22,Mani Square,3.0,12.0
2025-09-22,Roodraksh Mall,0.0,0.0
2025-09-22,Silchar,6.0,23.0
2025-09-22,Siliguri,0.0,18.0
2025-09-22,Siliguri 2,4.0,8.0
2025-09-22,VEGA Circle Mall,0.0,1.0
2025-09-23,Agartala,14.0,28.0
2025-09-23,CC2 Rajarhat,2.0,23.0
2025-09-23,City Centre GHY,0.0,0.0
2025-09-23,City Centre SIL,1.0,5.0
2025-09-23,Fairfield,7.0,17.0
2025-09-23,Jorhat,1.0,6.0
2025-09-23,Malda,6.0,20.0
2025-09-23,Mani Square,1.0,8.0
2025-09-23,Roodraksh Mall,0.0,2.0
2025-09-23,Silchar,3.0,16.0
2025-09-23,Siliguri,2.0,22.0
2025-09-23,Siliguri 2,3.0,9.0
2025-09-23,VEGA Circle Mall,1.0,2.0
2025-09-24,Agartala,8.0,27.0
2025-09-24,CC2 Rajarhat,0.0,33.0
2025-09-24,City Centre GHY,1.0,28.0
2025-09-24,City Centre SIL,3.0,12.0
2025-09-24,Fairfield,6.0,26.0
2025-09-24,Jorhat,7.0,14.0
2025-09-24,Malda,4.0,20.0
2025-09-24,Mani Square,3.0,15.0
2025-09-24,Roodraksh Mall,0.0,3.0
2025-09-24,Silchar,5.0,19.0
2025-09-24,Siliguri,1.0,25.0
2025-09-24,Siliguri 2,3.0,11.0
2025-09-24,VEGA Circle Mall,0.0,4.0
2025-09-25,Agartala,6.0,27.0
2025-09-25,CC2 Rajarhat,6.0,35.0
2025-09-25,City Centre GHY,1.0,23.0
2025-09-25,City Centre SIL,1.0,12.0
2025-09-25,Fairfield,10.0,28.0
2025-09-25,Jorhat,0.0,13.0
2025-09-25,Malda,14.0,21.0
2025-09-25,Mani Square,3.0,25.0
2025-09-25,Roodraksh Mall,0.0,10.0
2025-09-25,Silchar,5.0,23.0
2025-09-25,Siliguri,0.0,30.0
2025-09-25,Siliguri 2,6.0,20.0
2025-09-25,VEGA Circle Mall,0.0,4.0
2025-09-26,Agartala,5.0,37.0
2025-09-26,CC2 Rajarhat,6.0,39.0
2025-09-26,City Centre GHY,1.0,23.0
2025-09-26,City Centre SIL,3.0,15.0
2025-09-26,Fairfield,10.0,30.0
2025-09-26,Jorhat,2.0,12.0
2025-09-26,Malda,3.0,25.0
2025-09-26,Mani Square,2.0,27.0
2025-09-26,Roodraksh Mall,0.0,11.0
2025-09-26,Silchar,5.0,27.0
2025-09-26,Siliguri,0.0,33.0
2025-09-26,Siliguri 2,5.0,23.0
2025-09-26,VEGA Circle Mall,0.0,2.0
2025-09-27,Agartala,11.0,47.0
2025-09-27,CC2 Rajarhat,7.0,64.0
2025-09-27,City Centre GHY,0.0,36.0
2025-09-27,City Centre SIL,6.0,20.0
2025-09-27,Fairfield,9.0,37.0
2025-09-27,Jorhat,1.0,30.0
2025-09-27,Malda,19.0,35.0
2025-09-27,Mani Square,5.0,20.0
2025-09-27,Roodraksh Mall,0.0,10.0
2025-09-27,Silchar,2.0,39.0
2025-09-27,Siliguri,0.0,33.0
2025-09-27,Siliguri 2,7.0,16.0
2025-09-27,VEGA Circle Mall,2.0,5.0
2025-09-28,Agartala,15.0,44.0
2025-09-28,CC2 Rajarhat,3.0,38.0
2025-09-28,City Centre GHY,0.0,46.0
2025-09-28,City Centre SIL,2.0,10.0
2025-09-28,Fairfield,17.0,29.0
2025-09-28,Jorhat,6.0,30.0
2025-09-28,Malda,7.0,15.0
2025-09-28,Mani Square,4.0,27.0
2025-09-28,Roodraksh Mall,0.0,24.0
2025-09-28,Silchar,2.0,38.0
2025-09-28,Siliguri,0.0,46.0
2025-09-28,Siliguri 2,6.0,24.0
2025-09-28,VEGA Circle Mall,1.0,10.0
2025-09-29,Agartala,9.0,26.0
2025-09-29,CC2 Rajarhat,3.0,34.0
2025-09-29,City Centre GHY,1.0,27.0
2025-09-29,City Centre SIL,2.0,12.0
2025-09-29,Fairfield,8.0,27.0
2025-09-29,Jorhat,3.0,21.0
2025-09-29,Malda,4.0,24.0
2025-09-29,Mani Square,6.0,23.0
2025-09-29,Roodraksh Mall,1.0,10.0
2025-09-29,Silchar,1.0,20.0
2025-09-29,Siliguri,0.0,27.0
2025-09-29,Siliguri 2,5.0,13.0
2025-09-29,VEGA Circle Mall,2.0,7.0
2025-09-30,Agartala,12.0,28.0
2025-09-30,CC2 Rajarhat,96.0,12.0
2025-09-30,City Centre GHY,4.0,32.0
2025-09-30,City Centre SIL,13.0,11.0
2025-09-30,Fairfield,10.0,29.0
2025-09-30,Jorhat,1.0,13.0
2025-09-30,Malda,15.0,4.0
2025-09-30,Mani Square,3.0,13.0
2025-09-30,Roodraksh Mall,1.0,10.0
2025-09-30,Silchar,3.0,14.0
2025-09-30,Siliguri,0.0,17.0
2025-09-30,Siliguri 2,4.0,14.0
2025-09-30,VEGA Circle Mall,0.0,2.0
2025-10-01,Agartala,9.0,15.0
2025-10-01,CC2 Rajarhat,2.0,12.0
2025-10-01,City Centre GHY,0.0,8.0
2025-10-01,City Centre SIL,0.0,3.0
2025-10-01,Fairfield,4.0,1.0
2025-10-01,Jorhat,1.0,7.0
2025-10-01,Malda,0.0,6.0
2025-10-01,Mani Square,1.0,6.0
2025-10-01,Roodraksh Mall,0.0,1.0
2025-10-01,Silchar,0.0,10.0
2025-10-01,Siliguri,0.0,10.0
2025-10-01,Siliguri 2,3.0,5.0
2025-10-01,VEGA Circle Mall,0.0,5.0
2025-10-02,Agartala,0.0,4.0
2025-10-02,CC2 Rajarhat,6.0,14.0
2025-10-02,City Centre GHY,1.0,6.0
2025-10-02,City Centre SIL,0.0,4.0
2025-10-02,Fairfield,2.0,4.0
2025-10-02,Jorhat,1.0,1.0
2025-10-02,Malda,2.0,1.0
2025-10-02,Mani Square,0.0,2.0
2025-10-02,Roodraksh Mall,0.0,1.0
2025-10-02,Silchar,0.0,0.0
2025-10-02,Siliguri,0.0,3.0
2025-10-02,Siliguri 2,2.0,3.0
2025-10-02,VEGA Circle Mall,1.0,1.0
2025-10-03,Agartala,2.0,19.0
2025-10-03,CC2 Rajarhat,2.0,13.0
2025-10-03,City Centre GHY,0.0,9.0
2025-10-03,City Centre SIL,0.0,0.0
2025-10-03,Fairfield,6.0,14.0
2025-10-03,Jorhat,2.0,15.0
2025-10-03,Malda,1.0,5.0
2025-10-03,Mani Square,1.0,9.0
2025-10-03,Roodraksh Mall,0.0,2.0
2025-10-03,Silchar,0.0,5.0
2025-10-03,Siliguri,0.0,18.0
2025-10-03,Siliguri 2,1.0,5.0
2025-10-03,VEGA Circle Mall,0.0,1.0
2025-10-04,Agartala,1.0,9.0
2025-10-04,CC2 Rajarhat,2.0,20.0
2025-10-04,City Centre GHY,0.0,20.0
2025-10-04,City Centre SIL,0.0,9.0
2025-10-04,Fairfield,2.0,9.0
2025-10-04,Jorhat,2.0,20.0
2025-10-04,Malda,0.0,14.0
2025-10-04,Mani Square,0.0,8.0
2025-10-04,Roodraksh Mall,0.0,5.0
2025-10-04,Silchar,1.0,8.0
