DATE,STORE CODE,STORE NAME,LOCATION,CITY,Total
20/04/2025,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,139176.0
20/04/2025,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,4895.0
20/04/2025,22,MADAME,Cosmos Mall,SILIGURI,5898.0
20/04/2025,23,MADAME,City Centre,SILIGURI,11593.0
20/04/2025,24,MADAME,Roodraksh Mall,GUWAHATI,28087.0
20/04/2025,25,BINGE,Cosmos Mall,SILIGURI,6600.0
20/04/2025,26,BINGE,City Centre,SILIGURI,11600.0
20/04/2025,27,BINGE,Roodraksh Mall,GUWAHATI,0.0
20/04/2025,33,LONGHORNS,City Centre,SILIGURI,
20/04/2025,35,CASUALS,Hill Cart Road,SILIGURI,11075.0
20/04/2025,37,COLORPLUS,City Centre,SILIGURI,17762.0
20/04/2025,40,COLORPLUS,Mani Square,KOLKATA,0.0
20/04/2025,41,COLORPLUS,Salt Lake,KOLKATA,145140.0
20/04/2025,42,SABHYATA,City Centre,SILIGURI,84348.0
20/04/2025,45,FREEDOM FASHION,City Centre,SILIGURI,17032.0
20/04/2025,47,TURTLE,Cosmos Mall,SILIGURI,13092.0
20/04/2025,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,44485.0
20/04/2025,56,MANYAVAR,City Centre,SILIGURI,75783.0
20/04/2025,58,MANYAVAR & MOHEY,Sevok Road,SILIGURI,262152.0
20/04/2025,59,MANYAVAR,Roodraksh Mall,GUWAHATI,41388.0
20/04/2025,61,MANYAVAR,Mani Square,KOLKATA,62732.0
20/04/2025,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,39656.0
20/04/2025,63,SABHYATA,Roodraksh Mall,GUWAHATI,45004.0
20/04/2025,64,SABHYATA,Junction Mall,DURGAPUR,42690.0
20/04/2025,68,TURTLE,Gariahat,KOLKATA,6797.0
20/04/2025,69,TURTLE,"City Centre,GHT",GUWAHATI,48022.0
20/04/2025,74,BINGE,Crossroad,ROURKELA,7100.0
20/04/2025,76,TURTLE,FORUM MALL,ROURKELA,2199.0
20/04/2025,81,NUMERO UNO,City Centre,SILIGURI,14065.0
20/04/2025,82,MADAME,M.G. Marg,GANGTOK,36721.0
20/04/2025,83,MINIKLUB,City Centre,SILIGURI,21527.0
20/04/2025,84,MINIKLUB,Cosmos Mall,SILIGURI,12870.0
20/04/2025,88,VANHEUSEN,Cosmos Mall,SILIGURI,41844.0
20/04/2025,89,MANYAVAR,"City Centre,GHT",GUWAHATI,124074.0
20/04/2025,90,MANYAVAR,Rajarhat CC2,KOLKATA,148226.0
20/04/2025,91,MANYAVAR & MOHEY,Agartala,AGARTALA,139822.0
20/04/2025,92,MANYAVAR & MOHEY,Malda,MALDA,53336.0
20/04/2025,93,SABHYATA,"City Centre,GHT",GUWAHATI,17358.0
20/04/2025,94,NUMERO UNO,NH31A,GANGTOK,0.0
20/04/2025,95,AURELIA,City Centre,SILIGURI,32038.0
20/04/2025,96,TURTLE,Mani Square,KOLKATA,23488.0
20/04/2025,97,MANYAVAR & MOHEY,Jorhat,JORHAT,35235.0
20/04/2025,98,TURTLE,City Centre,SILIGURI,11173.0
20/04/2025,99,NUMERO UNO,Rajarhat CC2,KOLKATA,0.0
20/04/2025,100,NUMERO UNO,Galaxy Mall,ASANSOL,3499.0
20/04/2025,101,MANYAVAR & MOHEY,Fairfiled ,KOLKATA,167256.0
20/04/2025,102,MANYAVAR,Vega Circle Mall,SILIGURI,37589.0
20/04/2025,104,TURTLE,West Point,GANGTOK,25488.0
20/04/2025,10005,MANYAVAR,Sevok Road,SILIGURI,64083.0
21/04/2025,2,PLANET FASHION,Vega Circle Mall,SILIGURI,4915.0
21/04/2025,4,VAN HEUSEN,City Centre,SILIGURI,24093.0
21/04/2025,6,SUCCESS,Cosmos Mall,SILIGURI,2295.0
21/04/2025,9,COBB,Cosmos Mall,SILIGURI,7418.0
21/04/2025,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,102517.0
21/04/2025,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,14488.0
21/04/2025,22,MADAME,Cosmos Mall,SILIGURI,4295.0
21/04/2025,23,MADAME,City Centre,SILIGURI,20414.0
21/04/2025,24,MADAME,Roodraksh Mall,GUWAHATI,22387.0
21/04/2025,25,BINGE,Cosmos Mall,SILIGURI,2500.0
21/04/2025,26,BINGE,City Centre,SILIGURI,18500.0
21/04/2025,27,BINGE,Roodraksh Mall,GUWAHATI,2600.0
21/04/2025,33,LONGHORNS,City Centre,SILIGURI,1986.0
21/04/2025,35,CASUALS,Hill Cart Road,SILIGURI,2975.0
21/04/2025,37,COLORPLUS,City Centre,SILIGURI,0.0
21/04/2025,40,COLORPLUS,Mani Square,KOLKATA,0.0
21/04/2025,41,COLORPLUS,Salt Lake,KOLKATA,24390.0
21/04/2025,42,SABHYATA,City Centre,SILIGURI,37074.0
21/04/2025,45,FREEDOM FASHION,City Centre,SILIGURI,4795.0
21/04/2025,47,TURTLE,Cosmos Mall,SILIGURI,7495.0
21/04/2025,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,10095.0
21/04/2025,56,MANYAVAR,City Centre,SILIGURI,13745.0
21/04/2025,58,MANYAVAR & MOHEY,Sevok Road,SILIGURI,143918.0
21/04/2025,59,MANYAVAR,Roodraksh Mall,GUWAHATI,46783.0
21/04/2025,61,MANYAVAR,Mani Square,KOLKATA,116278.0
21/04/2025,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,9786.0
21/04/2025,63,SABHYATA,Roodraksh Mall,GUWAHATI,36397.0
21/04/2025,64,SABHYATA,Junction Mall,DURGAPUR,8171.0
21/04/2025,68,TURTLE,Gariahat,KOLKATA,4498.0
21/04/2025,69,TURTLE,"City Centre,GHT",GUWAHATI,30286.0
21/04/2025,74,BINGE,Crossroad,ROURKELA,0.0
21/04/2025,76,TURTLE,FORUM MALL,ROURKELA,4391.0
21/04/2025,81,NUMERO UNO,City Centre,SILIGURI,3100.0
21/04/2025,82,MADAME,M.G. Marg,GANGTOK,14290.0
21/04/2025,83,MINIKLUB,City Centre,SILIGURI,18770.0
21/04/2025,84,MINIKLUB,Cosmos Mall,SILIGURI,44420.0
21/04/2025,88,VANHEUSEN,Cosmos Mall,SILIGURI,10105.0
21/04/2025,89,MANYAVAR,"City Centre,GHT",GUWAHATI,66981.0
21/04/2025,90,MANYAVAR,Rajarhat CC2,KOLKATA,82024.0
21/04/2025,91,MANYAVAR & MOHEY,Agartala,AGARTALA,207908.0
21/04/2025,92,MANYAVAR & MOHEY,Malda,MALDA,57495.0
21/04/2025,93,SABHYATA,"City Centre,GHT",GUWAHATI,64687.0
21/04/2025,94,NUMERO UNO,NH31A,GANGTOK,10255.0
21/04/2025,95,AURELIA,City Centre,SILIGURI,2999.0
21/04/2025,96,TURTLE,Mani Square,KOLKATA,7897.0
21/04/2025,97,MANYAVAR & MOHEY,Jorhat,JORHAT,105966.0
21/04/2025,98,TURTLE,City Centre,SILIGURI,1699.0
21/04/2025,99,NUMERO UNO,Rajarhat CC2,KOLKATA,1250.0
21/04/2025,100,NUMERO UNO,Galaxy Mall,ASANSOL,4148.0
21/04/2025,101,MANYAVAR & MOHEY,Fairfiled ,KOLKATA,134368.0
21/04/2025,102,MANYAVAR,Vega Circle Mall,SILIGURI,19194.0
21/04/2025,104,TURTLE,West Point,GANGTOK,15892.0
21/04/2025,10005,MANYAVAR,Sevok Road,SILIGURI,54184.0
22/04/2025,2,PLANET FASHION,Vega Circle Mall,SILIGURI,6919.0
22/04/2025,4,VAN HEUSEN,City Centre,SILIGURI,12845.0
22/04/2025,6,SUCCESS,Cosmos Mall,SILIGURI,0.0
22/04/2025,9,COBB,Cosmos Mall,SILIGURI,18394.0
22/04/2025,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,48190.0
22/04/2025,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,3996.0
22/04/2025,22,MADAME,Cosmos Mall,SILIGURI,3508.0
22/04/2025,23,MADAME,City Centre,SILIGURI,0.0
22/04/2025,24,MADAME,Roodraksh Mall,GUWAHATI,11595.0
22/04/2025,25,BINGE,Cosmos Mall,SILIGURI,1600.0
22/04/2025,26,BINGE,City Centre,SILIGURI,700.0
22/04/2025,27,BINGE,Roodraksh Mall,GUWAHATI,0.0
22/04/2025,33,LONGHORNS,City Centre,SILIGURI,858.0
22/04/2025,35,CASUALS,Hill Cart Road,SILIGURI,2299.0
22/04/2025,37,COLORPLUS,City Centre,SILIGURI,4898.0
22/04/2025,40,COLORPLUS,Mani Square,KOLKATA,0.0
22/04/2025,41,COLORPLUS,Salt Lake,KOLKATA,86672.0
22/04/2025,42,SABHYATA,City Centre,SILIGURI,4311.0
22/04/2025,45,FREEDOM FASHION,City Centre,SILIGURI,12385.0
22/04/2025,47,TURTLE,Cosmos Mall,SILIGURI,6496.0
22/04/2025,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,21147.0
22/04/2025,56,MANYAVAR,City Centre,SILIGURI,9997.0
22/04/2025,58,MANYAVAR & MOHEY,Sevok Road,SILIGURI,183471.0
22/04/2025,59,MANYAVAR,Roodraksh Mall,GUWAHATI,33691.0
22/04/2025,61,MANYAVAR,Mani Square,KOLKATA,9998.0
22/04/2025,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,8892.0
22/04/2025,63,SABHYATA,Roodraksh Mall,GUWAHATI,20814.0
22/04/2025,64,SABHYATA,Junction Mall,DURGAPUR,3463.0
22/04/2025,68,TURTLE,Gariahat,KOLKATA,10694.0
22/04/2025,69,TURTLE,"City Centre,GHT",GUWAHATI,20688.0
22/04/2025,74,BINGE,Crossroad,ROURKELA,0.0
22/04/2025,76,TURTLE,FORUM MALL,ROURKELA,1299.0
22/04/2025,81,NUMERO UNO,City Centre,SILIGURI,3800.0
22/04/2025,82,MADAME,M.G. Marg,GANGTOK,0.0
22/04/2025,83,MINIKLUB,City Centre,SILIGURI,35404.0
22/04/2025,84,MINIKLUB,Cosmos Mall,SILIGURI,19274.0
22/04/2025,88,VANHEUSEN,Cosmos Mall,SILIGURI,24078.0
22/04/2025,89,MANYAVAR,"City Centre,GHT",GUWAHATI,24737.0
22/04/2025,90,MANYAVAR,Rajarhat CC2,KOLKATA,82174.0
22/04/2025,91,MANYAVAR & MOHEY,Agartala,AGARTALA,177461.0
22/04/2025,92,MANYAVAR & MOHEY,Malda,MALDA,40492.0
22/04/2025,93,SABHYATA,"City Centre,GHT",GUWAHATI,8230.0
22/04/2025,94,NUMERO UNO,NH31A,GANGTOK,1599.0
22/04/2025,95,AURELIA,City Centre,SILIGURI,3348.0
22/04/2025,96,TURTLE,Mani Square,KOLKATA,
22/04/2025,97,MANYAVAR & MOHEY,Jorhat,JORHAT,88320.0
22/04/2025,98,TURTLE,City Centre,SILIGURI,5797.0
22/04/2025,99,NUMERO UNO,Rajarhat CC2,KOLKATA,4148.0
22/04/2025,100,NUMERO UNO,Galaxy Mall,ASANSOL,899.0
22/04/2025,101,MANYAVAR & MOHEY,Fairfiled ,KOLKATA,28943.0
22/04/2025,102,MANYAVAR,Vega Circle Mall,SILIGURI,17993.0
22/04/2025,104,TURTLE,West Point,GANGTOK,8896.0
22/04/2025,10005,MANYAVAR,Sevok Road,SILIGURI,23693.0
23/04/2025,2,PLANET FASHION,Vega Circle Mall,SILIGURI,24607.0
23/04/2025,4,VAN HEUSEN,City Centre,SILIGURI,10670.0
23/04/2025,6,SUCCESS,Cosmos Mall,SILIGURI,2590.0
23/04/2025,9,COBB,Cosmos Mall,SILIGURI,4889.0
23/04/2025,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,54730.0
23/04/2025,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,8441.0
23/04/2025,22,MADAME,Cosmos Mall,SILIGURI,4197.0
23/04/2025,23,MADAME,City Centre,SILIGURI,1399.0
23/04/2025,24,MADAME,Roodraksh Mall,GUWAHATI,18090.0
23/04/2025,25,BINGE,Cosmos Mall,SILIGURI,4000.0
23/04/2025,26,BINGE,City Centre,SILIGURI,10000.0
23/04/2025,27,BINGE,Roodraksh Mall,GUWAHATI,7597.0
23/04/2025,33,LONGHORNS,City Centre,SILIGURI,4572.0
23/04/2025,35,CASUALS,Hill Cart Road,SILIGURI,9975.0
23/04/2025,37,COLORPLUS,City Centre,SILIGURI,14594.0
23/04/2025,40,COLORPLUS,Mani Square,KOLKATA,0.0
23/04/2025,41,COLORPLUS,Salt Lake,KOLKATA,30939.0
23/04/2025,42,SABHYATA,City Centre,SILIGURI,34889.0
23/04/2025,45,FREEDOM FASHION,City Centre,SILIGURI,14583.0
23/04/2025,47,TURTLE,Cosmos Mall,SILIGURI,4495.0
23/04/2025,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,31273.0
23/04/2025,56,MANYAVAR,City Centre,SILIGURI,5698.0
23/04/2025,58,MANYAVAR & MOHEY,Sevok Road,SILIGURI,272112.0
23/04/2025,59,MANYAVAR,Roodraksh Mall,GUWAHATI,34392.0
23/04/2025,61,MANYAVAR,Mani Square,KOLKATA,13996.0
23/04/2025,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,4859.0
23/04/2025,63,SABHYATA,Roodraksh Mall,GUWAHATI,26939.0
23/04/2025,64,SABHYATA,Junction Mall,DURGAPUR,2239.0
23/04/2025,68,TURTLE,Gariahat,KOLKATA,15992.0
23/04/2025,69,TURTLE,"City Centre,GHT",GUWAHATI,43667.0
23/04/2025,74,BINGE,Crossroad,ROURKELA,1300.0
23/04/2025,76,TURTLE,FORUM MALL,ROURKELA,8495.0
23/04/2025,81,NUMERO UNO,City Centre,SILIGURI,5138.0
23/04/2025,82,MADAME,M.G. Marg,GANGTOK,8669.0
23/04/2025,83,MINIKLUB,City Centre,SILIGURI,33416.0
23/04/2025,84,MINIKLUB,Cosmos Mall,SILIGURI,7085.0
23/04/2025,88,VANHEUSEN,Cosmos Mall,SILIGURI,9982.0
23/04/2025,89,MANYAVAR,"City Centre,GHT",GUWAHATI,47090.0
23/04/2025,90,MANYAVAR,Rajarhat CC2,KOLKATA,113376.0
23/04/2025,91,MANYAVAR & MOHEY,Agartala,AGARTALA,34494.0
23/04/2025,92,MANYAVAR & MOHEY,Malda,MALDA,3500.0
23/04/2025,93,SABHYATA,"City Centre,GHT",GUWAHATI,2054.0
23/04/2025,94,NUMERO UNO,NH31A,GANGTOK,5997.0
23/04/2025,95,AURELIA,City Centre,SILIGURI,10795.0
23/04/2025,96,TURTLE,Mani Square,KOLKATA,0.0
23/04/2025,97,MANYAVAR & MOHEY,Jorhat,JORHAT,118566.0
23/04/2025,98,TURTLE,City Centre,SILIGURI,9920.0
23/04/2025,99,NUMERO UNO,Rajarhat CC2,KOLKATA,0.0
23/04/2025,100,NUMERO UNO,Galaxy Mall,ASANSOL,7957.0
23/04/2025,101,MANYAVAR & MOHEY,Fairfiled ,KOLKATA,68879.0
23/04/2025,102,MANYAVAR,Vega Circle Mall,SILIGURI,0.0
23/04/2025,104,TURTLE,West Point,GANGTOK,15195.0
23/04/2025,10005,MANYAVAR,Sevok Road,SILIGURI,116670.0
24/04/2025,2,PLANET FASHION,Vega Circle Mall,SILIGURI,2063.0
24/04/2025,4,VAN HEUSEN,City Centre,SILIGURI,2556.0
24/04/2025,6,SUCCESS,Cosmos Mall,SILIGURI,3690.0
24/04/2025,9,COBB,Cosmos Mall,SILIGURI,10994.0
24/04/2025,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,72787.0
24/04/2025,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,2598.0
24/04/2025,22,MADAME,Cosmos Mall,SILIGURI,5098.0
24/04/2025,23,MADAME,City Centre,SILIGURI,1699.0
24/04/2025,24,MADAME,Roodraksh Mall,GUWAHATI,10545.0
24/04/2025,25,BINGE,Cosmos Mall,SILIGURI,1601.0
24/04/2025,26,BINGE,City Centre,SILIGURI,4400.0
24/04/2025,27,BINGE,Roodraksh Mall,GUWAHATI,0.0
24/04/2025,33,LONGHORNS,City Centre,SILIGURI,2436.0
24/04/2025,35,CASUALS,Hill Cart Road,SILIGURI,2299.0
24/04/2025,37,COLORPLUS,City Centre,SILIGURI,8896.0
24/04/2025,40,COLORPLUS,Mani Square,KOLKATA,0.0
24/04/2025,41,COLORPLUS,Salt Lake,KOLKATA,28689.0
24/04/2025,42,SABHYATA,City Centre,SILIGURI,20650.0
24/04/2025,45,FREEDOM FASHION,City Centre,SILIGURI,4112.0
24/04/2025,47,TURTLE,Cosmos Mall,SILIGURI,5246.0
24/04/2025,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,4698.0
24/04/2025,56,MANYAVAR,City Centre,SILIGURI,73725.0
24/04/2025,58,MANYAVAR & MOHEY,Sevok Road,SILIGURI,132475.0
24/04/2025,59,MANYAVAR,Roodraksh Mall,GUWAHATI,41937.0
24/04/2025,61,MANYAVAR,Mani Square,KOLKATA,24544.0
24/04/2025,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,5594.0
24/04/2025,63,SABHYATA,Roodraksh Mall,GUWAHATI,24711.0
24/04/2025,64,SABHYATA,Junction Mall,DURGAPUR,5491.0
24/04/2025,68,TURTLE,Gariahat,KOLKATA,8895.0
24/04/2025,69,TURTLE,"City Centre,GHT",GUWAHATI,38481.0
24/04/2025,74,BINGE,Crossroad,ROURKELA,2900.0
24/04/2025,76,TURTLE,FORUM MALL,ROURKELA,1299.0
24/04/2025,81,NUMERO UNO,City Centre,SILIGURI,950.0
24/04/2025,82,MADAME,M.G. Marg,GANGTOK,17312.0
24/04/2025,83,MINIKLUB,City Centre,SILIGURI,16671.0
24/04/2025,84,MINIKLUB,Cosmos Mall,SILIGURI,6139.0
24/04/2025,88,VANHEUSEN,Cosmos Mall,SILIGURI,5998.0
24/04/2025,89,MANYAVAR,"City Centre,GHT",GUWAHATI,45487.0
24/04/2025,90,MANYAVAR,Rajarhat CC2,KOLKATA,59785.0
24/04/2025,91,MANYAVAR & MOHEY,Agartala,AGARTALA,113072.0
24/04/2025,92,MANYAVAR & MOHEY,Malda,MALDA,19493.0
24/04/2025,93,SABHYATA,"City Centre,GHT",GUWAHATI,28643.0
24/04/2025,94,NUMERO UNO,NH31A,GANGTOK,10745.0
24/04/2025,95,AURELIA,City Centre,SILIGURI,9797.0
24/04/2025,96,TURTLE,Mani Square,KOLKATA,65689.0
24/04/2025,97,MANYAVAR & MOHEY,Jorhat,JORHAT,77883.0
24/04/2025,98,TURTLE,City Centre,SILIGURI,4297.0
24/04/2025,99,NUMERO UNO,Rajarhat CC2,KOLKATA,1300.0
24/04/2025,100,NUMERO UNO,Galaxy Mall,ASANSOL,1850.0
24/04/2025,101,MANYAVAR & MOHEY,Fairfiled ,KOLKATA,49284.0
24/04/2025,102,MANYAVAR,Vega Circle Mall,SILIGURI,13296.0
24/04/2025,104,TURTLE,West Point,GANGTOK,10196.0
24/04/2025,10005,MANYAVAR,Sevok Road,SILIGURI,37495.0
25/04/2025,2,PLANET FASHION,Vega Circle Mall,SILIGURI,16031.0
25/04/2025,4,VAN HEUSEN,City Centre,SILIGURI,21962.0
25/04/2025,6,SUCCESS,Cosmos Mall,SILIGURI,22485.0
25/04/2025,9,COBB,Cosmos Mall,SILIGURI,11854.0
25/04/2025,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,60418.0
25/04/2025,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,4345.0
25/04/2025,22,MADAME,Cosmos Mall,SILIGURI,4996.0
25/04/2025,23,MADAME,City Centre,SILIGURI,2969.0
25/04/2025,24,MADAME,Roodraksh Mall,GUWAHATI,8695.0
25/04/2025,25,BINGE,Cosmos Mall,SILIGURI,1600.0
25/04/2025,26,BINGE,City Centre,SILIGURI,14300.0
25/04/2025,27,BINGE,Roodraksh Mall,GUWAHATI,6000.0
25/04/2025,33,LONGHORNS,City Centre,SILIGURI,554.0
25/04/2025,35,CASUALS,Hill Cart Road,SILIGURI,1200.0
25/04/2025,37,COLORPLUS,City Centre,SILIGURI,2499.0
25/04/2025,40,COLORPLUS,Mani Square,KOLKATA,0.0
25/04/2025,41,COLORPLUS,Salt Lake,KOLKATA,38153.0
25/04/2025,42,SABHYATA,City Centre,SILIGURI,10748.0
25/04/2025,45,FREEDOM FASHION,City Centre,SILIGURI,18627.0
25/04/2025,47,TURTLE,Cosmos Mall,SILIGURI,4646.0
25/04/2025,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,4298.0
25/04/2025,56,MANYAVAR,City Centre,SILIGURI,49740.0
25/04/2025,58,MANYAVAR & MOHEY,Sevok Road,SILIGURI,211158.0
25/04/2025,59,MANYAVAR,Roodraksh Mall,GUWAHATI,30040.0
25/04/2025,61,MANYAVAR,Mani Square,KOLKATA,12497.0
25/04/2025,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,15684.0
25/04/2025,63,SABHYATA,Roodraksh Mall,GUWAHATI,40261.0
25/04/2025,64,SABHYATA,Junction Mall,DURGAPUR,21422.0
25/04/2025,68,TURTLE,Gariahat,KOLKATA,21887.0
25/04/2025,69,TURTLE,"City Centre,GHT",GUWAHATI,27829.0
25/04/2025,74,BINGE,Crossroad,ROURKELA,21799.0
25/04/2025,76,TURTLE,FORUM MALL,ROURKELA,13541.0
25/04/2025,81,NUMERO UNO,City Centre,SILIGURI,6748.0
25/04/2025,82,MADAME,M.G. Marg,GANGTOK,21364.0
25/04/2025,83,MINIKLUB,City Centre,SILIGURI,5080.0
25/04/2025,84,MINIKLUB,Cosmos Mall,SILIGURI,18966.0
25/04/2025,88,VANHEUSEN,Cosmos Mall,SILIGURI,11480.0
25/04/2025,89,MANYAVAR,"City Centre,GHT",GUWAHATI,77328.0
25/04/2025,90,MANYAVAR,Rajarhat CC2,KOLKATA,127376.0
25/04/2025,91,MANYAVAR & MOHEY,Agartala,AGARTALA,50089.0
25/04/2025,92,MANYAVAR & MOHEY,Malda,MALDA,4999.0
25/04/2025,93,SABHYATA,"City Centre,GHT",GUWAHATI,50966.0
25/04/2025,94,NUMERO UNO,NH31A,GANGTOK,7788.0
25/04/2025,95,AURELIA,City Centre,SILIGURI,34284.0
25/04/2025,96,TURTLE,Mani Square,KOLKATA,3698.0
25/04/2025,97,MANYAVAR & MOHEY,Jorhat,JORHAT,48732.0
25/04/2025,98,TURTLE,City Centre,SILIGURI,24789.0
25/04/2025,99,NUMERO UNO,Rajarhat CC2,KOLKATA,0.0
25/04/2025,100,NUMERO UNO,Galaxy Mall,ASANSOL,3478.0
25/04/2025,101,MANYAVAR & MOHEY,Fairfiled ,KOLKATA,88482.0
25/04/2025,102,MANYAVAR,Vega Circle Mall,SILIGURI,4248.0
25/04/2025,104,TURTLE,West Point,GANGTOK,22983.0
25/04/2025,10005,MANYAVAR,Sevok Road,SILIGURI,18394.0
26/04/2025,2,PLANET FASHION,Vega Circle Mall,SILIGURI,43008.0
26/04/2025,4,VAN HEUSEN,City Centre,SILIGURI,26471.0
26/04/2025,6,SUCCESS,Cosmos Mall,SILIGURI,2390.0
26/04/2025,9,COBB,Cosmos Mall,SILIGURI,13294.0
26/04/2025,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,40790.0
26/04/2025,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,799.0
26/04/2025,22,MADAME,Cosmos Mall,SILIGURI,3597.0
26/04/2025,23,MADAME,City Centre,SILIGURI,6398.0
26/04/2025,24,MADAME,Roodraksh Mall,GUWAHATI,27686.0
26/04/2025,25,BINGE,Cosmos Mall,SILIGURI,2500.0
26/04/2025,26,BINGE,City Centre,SILIGURI,11400.0
26/04/2025,27,BINGE,Roodraksh Mall,GUWAHATI,6200.0
26/04/2025,33,LONGHORNS,City Centre,SILIGURI,2436.0
26/04/2025,35,CASUALS,Hill Cart Road,SILIGURI,2978.0
26/04/2025,37,COLORPLUS,City Centre,SILIGURI,7097.0
26/04/2025,40,COLORPLUS,Mani Square,KOLKATA,0.0
26/04/2025,41,COLORPLUS,Salt Lake,KOLKATA,88717.0
26/04/2025,42,SABHYATA,City Centre,SILIGURI,34413.0
26/04/2025,45,FREEDOM FASHION,City Centre,SILIGURI,21224.0
26/04/2025,47,TURTLE,Cosmos Mall,SILIGURI,10043.0
26/04/2025,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,23160.0
26/04/2025,56,MANYAVAR,City Centre,SILIGURI,57280.0
26/04/2025,58,MANYAVAR & MOHEY,Sevok Road,SILIGURI,231049.0
26/04/2025,59,MANYAVAR,Roodraksh Mall,GUWAHATI,28441.0
26/04/2025,61,MANYAVAR,Mani Square,KOLKATA,33239.0
26/04/2025,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,10622.0
26/04/2025,63,SABHYATA,Roodraksh Mall,GUWAHATI,21322.0
26/04/2025,64,SABHYATA,Junction Mall,DURGAPUR,15472.0
26/04/2025,68,TURTLE,Gariahat,KOLKATA,17290.0
26/04/2025,69,TURTLE,"City Centre,GHT",GUWAHATI,32132.0
26/04/2025,74,BINGE,Crossroad,ROURKELA,7700.0
26/04/2025,76,TURTLE,FORUM MALL,ROURKELA,9095.0
26/04/2025,81,NUMERO UNO,City Centre,SILIGURI,11316.0
26/04/2025,82,MADAME,M.G. Marg,GANGTOK,41257.0
26/04/2025,83,MINIKLUB,City Centre,SILIGURI,33766.0
26/04/2025,84,MINIKLUB,Cosmos Mall,SILIGURI,17099.0
26/04/2025,88,VANHEUSEN,Cosmos Mall,SILIGURI,26409.0
26/04/2025,89,MANYAVAR,"City Centre,GHT",GUWAHATI,118867.0
26/04/2025,90,MANYAVAR,Rajarhat CC2,KOLKATA,102877.0
26/04/2025,91,MANYAVAR & MOHEY,Agartala,AGARTALA,209052.0
26/04/2025,92,MANYAVAR & MOHEY,Malda,MALDA,1798.0
26/04/2025,93,SABHYATA,"City Centre,GHT",GUWAHATI,7360.0
26/04/2025,94,NUMERO UNO,NH31A,GANGTOK,15533.0
26/04/2025,95,AURELIA,City Centre,SILIGURI,10243.0
26/04/2025,96,TURTLE,Mani Square,KOLKATA,8794.0
26/04/2025,97,MANYAVAR & MOHEY,Jorhat,JORHAT,144912.0
26/04/2025,98,TURTLE,City Centre,SILIGURI,11998.0
26/04/2025,99,NUMERO UNO,Rajarhat CC2,KOLKATA,10214.0
26/04/2025,100,NUMERO UNO,Galaxy Mall,ASANSOL,1000.0
26/04/2025,101,MANYAVAR & MOHEY,Fairfiled ,KOLKATA,92687.0
26/04/2025,102,MANYAVAR,Vega Circle Mall,SILIGURI,43241.0
26/04/2025,104,TURTLE,West Point,GANGTOK,40482.0
26/04/2025,10005,MANYAVAR,Sevok Road,SILIGURI,111276.0
27/04/2025,2,PLANET FASHION,Vega Circle Mall,SILIGURI,12282.0
27/04/2025,4,VAN HEUSEN,City Centre,SILIGURI,41304.0
27/04/2025,6,SUCCESS,Cosmos Mall,SILIGURI,13080.0
27/04/2025,9,COBB,Cosmos Mall,SILIGURI,51573.0
27/04/2025,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,103930.0
27/04/2025,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,12786.0
27/04/2025,22,MADAME,Cosmos Mall,SILIGURI,4499.0
27/04/2025,23,MADAME,City Centre,SILIGURI,9895.0
27/04/2025,24,MADAME,Roodraksh Mall,GUWAHATI,51776.0
27/04/2025,25,BINGE,Cosmos Mall,SILIGURI,4250.0
27/04/2025,26,BINGE,City Centre,SILIGURI,0.0
27/04/2025,27,BINGE,Roodraksh Mall,GUWAHATI,8198.0
27/04/2025,33,LONGHORNS,City Centre,SILIGURI,2278.0
27/04/2025,35,CASUALS,Hill Cart Road,SILIGURI,10795.0
27/04/2025,37,COLORPLUS,City Centre,SILIGURI,29175.0
27/04/2025,40,COLORPLUS,Mani Square,KOLKATA,0.0
